"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MULTIDISCIPLINARY','FOOD SCIENCE & TECHNOLOGY','IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY','INSTRUMENTS & INSTRUMENTATION','MICROSCOPY','SPECTROSCOPY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
324,JOURNAL OF ENGINEERING MATHEMATICS,"1,868",1.146,0.001620,0.342
325,Korean Journal for Food Science of Animal Resources,786,1.145,0.001510,0.215
326,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,"1,546",1.140,0.001110,0.260
327,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,461,1.127,0.000260,0.150
328,Measurement Science Review,542,1.122,0.000590,0.210
329,Photonic Sensors,463,1.120,0.000650,Not Available
330,INSTRUMENTATION SCIENCE & TECHNOLOGY,481,1.118,0.000580,0.169
331,ENGINEERING ECONOMIST,557,1.114,0.000290,0.285
332,JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,"1,605",1.105,0.000860,0.511
333,Metrology and Measurement Systems,563,1.096,0.000640,0.170
334,SPECTROSCOPY LETTERS,"1,083",1.081,0.001070,0.168
335,ATOMIC SPECTROSCOPY,380,1.068,0.000190,0.084
336,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,821,1.033,0.000620,0.210
337,Journal of Industrial and Management Optimization,735,1.025,0.001780,0.327
338,IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,607,1.024,0.000800,0.314
339,Human Factors and Ergonomics in Manufacturing & Service Industries,415,1.000,0.000600,0.192
340,JOURNAL OF THE INSTITUTE OF BREWING,"1,997",0.994,0.001170,0.240
341,Engineering Studies,154,0.952,0.000140,0.133
342,International Journal of Food Engineering,781,0.951,0.000910,0.165
343,Quality Technology and Quantitative Management,291,0.946,0.000680,0.320
344,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,320,0.941,0.000330,0.321
345,TRAVAIL HUMAIN,274,0.939,0.000080,0.081
346,International Journal for Multiscale Computational Engineering,486,0.932,0.000590,0.285
347,JOURNAL OF THE AUDIO ENGINEERING SOCIETY,"1,245",0.927,0.000750,0.180
347,Journal of Food and Nutrition Research,392,0.927,0.000440,0.176
349,JOURNAL OF ELECTRONIC IMAGING,"2,410",0.924,0.002250,0.165
350,Emirates Journal of Food and Agriculture,765,0.921,0.001380,0.177
351,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,630,0.894,0.000430,0.212
352,Journal of Oil Palm Research,497,0.893,0.000340,0.111
353,GRASAS Y ACEITES,"1,279",0.891,0.000780,0.228
354,FOOD SCIENCE AND BIOTECHNOLOGY,"2,926",0.888,0.003550,0.199
355,SPECTROSCOPY,484,0.882,0.000430,0.099
356,JOURNAL OF VISUALIZATION,610,0.879,0.000850,0.230
357,Ciencia e Tecnica Vitivinicola,110,0.875,0.000130,0.204
358,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,583,0.864,0.001020,0.483
359,EUROPEAN JOURNAL OF MASS SPECTROMETRY,648,0.851,0.000860,0.242
360,Systems Engineering,692,0.848,0.000450,0.196
361,CZECH JOURNAL OF FOOD SCIENCES,"1,394",0.846,0.001110,0.220
361,IMAGING SCIENCE JOURNAL,287,0.846,0.000350,0.108
363,COMBUSTION EXPLOSION AND SHOCK WAVES,"2,009",0.825,0.001130,0.186
364,Chemosensory Perception,373,0.824,0.000590,0.479
365,OPTICS AND SPECTROSCOPY,"2,982",0.801,0.002110,0.111
366,ACCREDITATION AND QUALITY ASSURANCE,733,0.800,0.000520,0.159
367,STUDIES IN CONSERVATION,"1,430",0.797,0.000770,0.148
368,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,"1,537",0.796,0.001340,0.211
369,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,902,0.794,0.000620,0.135
370,INSIGHT,891,0.792,0.000820,0.187
370,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,756,0.792,0.000320,0.126
372,APPLIED MAGNETIC RESONANCE,"1,399",0.780,0.001310,0.186
373,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,302,0.779,0.000450,0.212
374,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"1,382",0.769,0.001210,0.152
375,ITALIAN JOURNAL OF FOOD SCIENCE,645,0.736,0.000600,0.141
376,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,"2,069",0.735,0.000600,0.080
376,Quality Assurance and Safety of Crops & Foods,303,0.735,0.000520,0.133
378,Scientia Iranica,"2,587",0.718,0.002170,0.129
379,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,425,0.712,0.000220,0.080
380,Journal of Aquatic Food Product Technology,658,0.707,0.000690,0.131
381,Rivista Italiana delle Sostanze Grasse,223,0.694,0.000150,0.097
382,FOOD BIOTECHNOLOGY,510,0.676,0.000270,0.214
383,Journal of Applied Spectroscopy,"1,414",0.675,0.001080,0.095
384,International Food Research Journal,"3,108",0.662,0.003630,Not Available
385,Romanian Journal of Information Science and Technology,197,0.661,0.000100,0.057
386,Journal of the Faculty of Engineering and Architecture of Gazi University,537,0.652,0.000240,0.038
387,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,660,0.651,0.000610,0.094
388,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,413,0.645,0.000300,0.294
389,Tehnicki Vjesnik-Technical Gazette,"1,036",0.644,0.001170,0.080
390,Journal of Consumer Protection and Food Safety,427,0.641,0.000440,0.148
391,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,872,0.630,0.000270,0.064
392,Dyna,162,0.629,0.000150,0.043
393,FOOD AND DRUG LAW JOURNAL,266,0.619,0.000270,0.181
394,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,"1,360",0.611,0.000790,0.070
395,Journal of Marine Science and Technology-Taiwan,660,0.602,0.000860,0.120
396,Ingenieria e Investigacion,219,0.598,0.000180,0.064
397,tm-Technisches Messen,284,0.594,0.000250,0.053
398,AUTOMATION AND REMOTE CONTROL,"1,883",0.589,0.001310,0.108
399,Biomolecular NMR Assignments,298,0.576,0.000900,0.173
400,Natural Product Communications,"3,699",0.554,0.004260,0.141
401,ACTA ALIMENTARIA,456,0.547,0.000410,0.084
401,South African Journal of Industrial Engineering,262,0.547,0.000280,0.076
403,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,395,0.532,0.000300,0.108
404,Engineering Management Journal,441,0.524,0.000210,0.152
405,CEREAL FOODS WORLD,727,0.509,0.000280,0.180
406,Journal of Advanced Mechanical Design Systems and Manufacturing,470,0.508,0.000480,0.091
407,Sugar Industry-Zuckerindustrie,287,0.495,0.000160,0.049
408,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,"1,159",0.488,0.000990,0.110
409,NOISE CONTROL ENGINEERING JOURNAL,460,0.487,0.000490,0.139
410,SENSORS AND MATERIALS,511,0.468,0.000640,0.086
411,FOOD SCIENCE AND TECHNOLOGY RESEARCH,"1,222",0.448,0.001130,0.139
412,SPECTROSCOPY AND SPECTRAL ANALYSIS,"2,406",0.434,0.002130,0.046
413,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,117,0.371,0.000210,0.101
414,FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,334,0.365,0.000110,0.100
415,Food Hygiene and Safety Science,164,0.357,0.000230,0.080
416,Acta Microscopica,56,0.310,0.000040,0.030
417,Journal of Engineering Research,77,0.297,0.000130,0.048
418,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,140,0.282,0.000050,0.038
419,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,641,0.262,0.000230,0.043
420,LISTY CUKROVARNICKE A REPARSKE,73,0.257,0.000050,0.015
421,MITTEILUNGEN KLOSTERNEUBURG,79,0.217,0.000060,0.031
422,FLEISCHWIRTSCHAFT,291,0.172,0.000080,0.012
423,SAMPE JOURNAL,182,0.167,0.000060,0.057
424,FOOD TECHNOLOGY,"1,647",0.153,0.000130,0.034
425,INTERNATIONAL SUGAR JOURNAL,293,0.121,0.000160,0.030
426,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,212,0.067,0.000050,0.013
427,AMERICAN LABORATORY,183,0.043,0.000030,0.007
428,MANUFACTURING ENGINEERING,144,0.019,0.000040,0.008
Copyright © 2019 Clarivate Analytics,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,
